text,label
I am not receiving the correct exchange rate on my card.,card_payment_wrong_exchange_rate
What currencies can I have?,fiat_currency_support
I bough an item and the exchange rate was incorrect.,card_payment_wrong_exchange_rate
What fiat currencies are supported?,fiat_currency_support
The exchange rate that was applied for an international purchase was wrong.,card_payment_wrong_exchange_rate
How do I add the card I just received to show up in the app?,card_linking
What flat currencies do you support for holding and exchange?,fiat_currency_support
Why did I get charged one pound seemingly randomly?,extra_charge_on_statement
I got a €1 extra fee in my statement,extra_charge_on_statement
How do you decide what the exchange rates are?,exchange_rate
Why is your exchange rate so bad?,card_payment_wrong_exchange_rate
I'd like to know what the foreign exchange rate will be.,exchange_rate
When will my new card arrive?,card_arrival
Why is there a 1 euro fee on my statement?,extra_charge_on_statement
It seems that the rate I got is incorrect.,card_payment_wrong_exchange_rate
What is an exchange rate?,exchange_rate
How come there is an extra fee on my statement?,extra_charge_on_statement
"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received.",pending_cash_withdrawal
Are there limitations to what currency I can hold?,fiat_currency_support
How long will it take for me to get my card?,card_arrival
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,pending_cash_withdrawal
"I have not received my card and it's been a week, what do I do?",card_arrival
How's the exchange rate?,exchange_rate
"My card still hasn't arrived after two weeks, now what?",card_arrival
What fiat currencies are used with holdings and exchanges?,fiat_currency_support
I am seeing and extra 1$ charged to my account and wanted to know about it.,extra_charge_on_statement
How long will a cash withdrawal be pending?,pending_cash_withdrawal
What is this random charge of one pound doing on my account?,extra_charge_on_statement
I am being charged the wrong amount on my card.,card_payment_wrong_exchange_rate
What kind of money can I hold?,fiat_currency_support
Can I put my found card back into the app on my phone?,card_linking
I'm concerned because my cash withdrawal is pending.,pending_cash_withdrawal
I was overcharged one extra pound!,extra_charge_on_statement
Is there a reason my new card hasn't arrived?,card_arrival
"So much time has gone by, the pending status shouldn't still be there shouldn't it?",pending_cash_withdrawal
"I was supposed to receive my new card by now, but it hasn't came in.",card_arrival
if i found a lost card can i put it back in app,card_linking
My new card isn't here and it was issued a week ago.,card_arrival
Are you sure this is the interbank exchange rate? This rate is really bad.,card_payment_wrong_exchange_rate
"In the app, how can I make it show the new card that arrived?",card_linking
Do you support fiat currencies?,fiat_currency_support
Am I allowed to hold money in multiple currencies?,fiat_currency_support
My statement contained a one pound extra fee,extra_charge_on_statement
How do I know what the exchange rate will be when I make an exchange.,exchange_rate
I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.,card_payment_wrong_exchange_rate
How are exchange rates calculated at this bank?,exchange_rate
Why is my cash still pending that I put in ATM?,pending_cash_withdrawal
My cash withdrawal shows as pending still.,pending_cash_withdrawal
What fiduciary currencies are supported for tenure and exchange?,fiat_currency_support
the exchange rate on my payment was wrong,card_payment_wrong_exchange_rate
"The exchange rate given to me after a purchase, was incorrect",card_payment_wrong_exchange_rate
"I have been charged to much for the object I bought when abroad, the exchange rate seems to be wrong.",card_payment_wrong_exchange_rate
Do you have EUR currency available for me?,fiat_currency_support
How do I reactivate my card?,card_linking
Where is my credit card that was to be mailed?,card_arrival
The exchange rate is incorrect for my payment.,card_payment_wrong_exchange_rate
Can you tell me how many currencies I can hold?,fiat_currency_support
Why do I still have a pending cash withdrawal?,pending_cash_withdrawal
I'd like to know what you guys look at to decide an exchange rate,exchange_rate
"I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?",pending_cash_withdrawal
